0.8994,0.6662,0.5744,1.2729,1.3158,1.284,0.794,0.9631,1.248,1.5373,1.0348,1.1955,0.927,0.9037,1.7796,3.8948,-0.3782,1.6515,1.3126,1.08,1.26,1.7388,0.9255,1.3473,-0.018
0.761,0.8641,0.5335,0.9816,1.1188,0.7045,1.7073,1.232,0.7161,1.4056,0.8484,1.4995,1.6795,1.1052,1.8017,3.4774,-0.1061,1.9617,1.0824,0.9543,0.8272,0.7859,0.8419,0.9179,1.0455
0.8775,0.9373,1.2889,1.2221,0.6598,0.6294,1.2008,1.2429,1.3187,2.5049,1.3946,1.7156,1.6909,1.6155,1.2888,3.5196,-0.8189,1.0615,1.0053,1.1899,1.8576,0.3631,1.1418,0.2317,0.766
0.1994,1.0063,1.4927,1.2794,0.3683,0.7835,1.4539,0.8126,1.2588,1.5355,0.8435,1.3868,0.0672,1.0022,1.301,3.0457,0.137,0.7843,0.9371,1.0916,1.6818,0.4317,1.2766,0.7996,0.3746
1.0927,1.4751,0.3603,1.1296,0.7868,0.7855,0.8386,0.8369,1.1551,0.8687,1.2988,1.2271,1.1977,1.0155,1.2813,3.6411,-0.2388,0.9042,1.1951,1.579,0.512,1.3608,0.6745,0.9965,0.6255
0.5581,1.0648,0.524,0.5694,0.5763,1.1678,0.567,1.6784,0.4319,1.8248,1.2535,1.2172,1.1282,1.586,1.4386,3.7238,-0.3838,1.329,1.0463,1.1631,1.2086,0.472,0.4172,1.0579,1.0052
0.8927,0.8185,0.8899,0.8609,0.7456,1.0237,0.748,1.2056,0.5709,1.6123,1.3462,1.3305,1.6386,1.9475,1.7977,2.7508,-0.8538,1.0887,1.1863,1.4756,0.7987,1.2036,0.6399,0.5848,0.4085
0.1828,0.4864,0.6612,0.7929,1.1349,1.0196,0.5567,1.2102,1.3447,1.4215,1.6507,1.6118,1.5128,1.4079,0.8617,3.4546,-0.3251,1.2534,0.8615,0.8181,1.4022,1.2306,1.1957,0.9547,0.8585
1.4059,1.3205,0.6227,0.771,0.8894,0.4828,0.7038,0.7106,0.8707,1.2397,1.2595,1.8961,1.0067,1.7712,1.3706,3.2888,-0.1913,0.8109,1.2969,1.3092,1.2726,1.1517,1.7556,0.5732,0.6768
0.4635,0.5477,0.6111,1.3136,1.4429,0.7535,0.7203,1.2257,0.9194,1.3819,1.2434,0.8342,1.857,2.0432,1.1951,3.1494,-0.3879,1.2843,1.4064,1.8974,1.0661,0.8257,0.3851,0.5407,0.8167
