0.2704,0.6198,0.8462,0.6051,1.0248,1.0954,1.7002,1.1347,1.2283,1.2372,0.5262,1.2736,1.3312,2.2038,1.37,3.4541,-0.4016,0.7512,1.5951,1.5514,1.3409,0.7824,1.3903,0.3053,1.1367
1.385,0.3646,0.6318,0.8848,0.7659,0.4115,1.069,0.7768,1.2863,0.8443,1.7229,1.0124,1.1629,1.6587,1.0201,3.3699,0.0065,0.7209,1.2173,1.2644,1.4726,0.5937,0.4142,0.9921,0.9257
0.7976,0.8849,0.5804,0.8766,0.7566,0.9933,1.3934,1.6211,0.7683,1.9563,0.5316,1.2169,1.5733,1.5877,1.2608,3.1711,-0.7007,0.9725,1.4573,1.2655,0.8349,1.4097,0.995,1.1091,1.0924
0.3042,1.1212,1.0412,1.1198,1.2218,0.9509,0.6998,1.0934,0.8991,1.6816,1.1302,1.0091,1.194,1.536,1.2417,3.0273,-0.2833,1.3833,0.968,1.1385,1.1869,0.5613,0.3763,0.5504,0.8282
0.0179,0.4674,0.7461,0.875,0.7307,1.2802,0.6474,1.0116,1.2039,1.428,1.4736,1.0379,0.7975,1.7618,1.4855,3.0042,0.1385,1.2097,1.7309,1.2067,1.957,1.6175,0.7808,1.1359,1.133
1.2007,0.3909,1.133,1.245,0.31,0.5392,0.3477,0.9667,1.3722,1.7259,1.1993,1.852,0.8123,0.7167,1.3211,3.3752,-0.5965,0.4393,1.1506,0.7065,1.249,1.0789,0.5475,0.616,0.4835
0.6516,0.4234,0.7139,1.0595,1.3796,0.3664,1.5486,1.0093,0.998,0.9369,0.5939,1.5562,1.2876,0.95,1.0106,3.3264,0.153,1.1091,0.6468,1.1332,0.9971,0.0708,0.8622,0.7152,1.0872
0.3034,0.3409,1.4278,1.4859,1.6867,1.2071,0.8764,0.8997,1.3776,0.8184,1.4386,1.1657,1.1782,1.6403,1.5926,3.1836,0.0746,0.8654,1.3525,1.4673,0.9876,1.203,0.4518,1.129,0.8812
0.4062,0.2504,0.4262,1.3778,0.7494,1.8745,1.2038,1.1484,0.8492,1.4077,0.9878,1.2867,2.2216,1.4113,1.8097,3.0737,-0.4878,1.9728,0.963,1.8403,1.3273,0.9371,1.1001,1.1383,1.1811
0.4313,0.0014,0.5617,0.4789,1.5493,1.3063,0.9522,1.8825,1.5106,1.3896,0.3259,2.0914,0.7999,0.8437,1.7746,4.2164,0.0167,1.4723,1.3778,1.4934,1.3096,1.1141,0.905,0.7761,0.7467
0.5405,0.1181,0.7561,0.5616,0.6789,1.0163,1.5265,1.3963,0.5602,1.0746,1.5052,0.9643,1.1937,1.6156,1.1361,3.369,-0.9563,0.9669,1.2532,0.5764,1.2472,1.0601,1.0645,0.8744,1.3625
0.8076,0.8623,0.8421,1.2921,1.7574,0.758,0.594,1.0298,2.0282,1.0111,1.8698,1.8861,1.0912,1.551,2.077,3.2087,-0.4611,0.9735,0.8393,1.0653,0.6203,1.0714,0.6143,0.8776,0.3347
0.9348,1.1438,0.0881,1.1284,1.5387,0.5328,1.7146,1.2074,0.935,1.3622,1.4236,1.2739,1.5134,1.0608,1.5285,2.8197,-0.4991,0.8724,0.9736,1.8784,1.4193,1.3841,0.4965,0.6858,1.33
0.081,0.4506,0.7143,0.5694,1.3526,1.494,1.4478,0.9915,1.688,1.3616,1.0699,1.0794,1.2076,1.2391,1.4612,3.3643,-0.4731,1.4202,1.6503,1.5771,0.5357,0.224,1.2214,0.3246,0.8468
0.9679,0.7181,0.921,0.7098,0.8732,1.2069,0.9478,1.8228,1.0277,1.5457,1.5146,0.7887,0.6932,0.8977,1.875,3.1679,0.5217,1.2215,1.2225,1.7621,1.7548,1.7744,1.3021,1.1554,1.1451
0.6686,1.2334,0.791,0.6323,0.8204,0.622,1.0564,1.6362,1.2591,1.2379,1.088,0.6902,1.6455,1.2899,1.3345,4.3987,-0.3704,0.9603,1.0733,1.645,1.1037,0.5677,1.2374,0.5657,1.6009
1.0757,0.5099,1.0338,0.947,1.6586,0.8766,0.8958,1.0599,1.0349,1.4873,0.6095,0.9137,0.9092,1.7392,1.9788,3.2273,-0.5885,1.2115,1.5928,0.793,1.1657,1.3527,1.0748,0.8631,1.3105
-0.11,0.982,0.5221,0.3917,1.1999,1.4367,1.0236,1.3972,1.7104,1.6834,1.7721,1.5231,1.3357,0.9245,1.4022,3.1138,0.3051,1.1944,1.2383,1.4498,1.0853,1.6677,0.6519,0.8646,0.6156
0.4074,0.5917,0.7643,0.8915,0.9736,0.4614,1.143,0.5423,1.4685,1.2654,0.7659,1.2007,1.0763,1.5369,1.9267,2.6722,-0.4433,1.2256,1.4871,1.3631,0.782,1.0371,0.5941,1.1726,1.0061
1.1617,0.6381,0.8442,0.3296,0.6294,1.2917,1.5835,0.6288,0.9318,1.2977,1.2757,0.9849,1.4693,1.2151,1.5169,3.4904,-0.4815,0.9892,1.1516,1.19,0.9631,1.0044,1.456,0.9923,0.8557
0.3651,0.3971,0.7369,0.6635,1.1872,1.4764,0.8791,1.1992,1.3139,1.5879,1.1992,1.4887,1.3682,1.0223,1.7641,3.6989,-0.6759,1.2563,1.3593,1.141,1.4252,1.862,0.6142,0.3129,1.0031
0.486,1.2344,0.9322,1.2716,0.6764,1.252,0.6724,1.3746,1.2717,1.5389,0.9009,0.9917,1.7138,1.1108,1.4506,2.7822,-0.284,0.7086,1.3335,1.3173,0.8496,1.288,0.9608,0.6156,0.4881
0.1853,0.9161,0.2654,1.0484,0.9099,1.1909,0.9086,0.9484,1.444,1.3452,1.4129,1.4657,0.8346,1.6208,1.7347,3.0255,-0.4633,1.2561,1.1657,1.3891,1.5492,1.5598,0.4662,1.0199,1.446
0.6038,1.0937,0.4107,1.0235,1.443,0.7745,0.7668,1.0099,1.5672,1.3572,1.0006,1.4366,0.8994,1.624,1.6492,3.3312,-0.6466,0.9862,1.3488,1.6674,0.8845,1.2828,0.1442,0.5926,0.9173
0.4314,0.4624,0.6183,0.9865,0.9083,0.1702,0.3643,0.8692,1.2977,0.2406,1.0264,1.0605,1.8147,1.2617,1.5723,3.4214,-1.1824,1.5029,1.2347,1.4129,2.4447,0.4058,1.4777,0.6961,0.9683
0.5626,0.5544,0.5655,1.0388,0.4487,1.2204,0.9823,0.6655,0.993,1.591,1.0063,1.4114,1.0775,1.5894,1.6612,3.9087,-0.5869,1.4379,1.2045,1.607,0.918,1.2442,0.8032,0.7779,0.8603
1.1308,1.0266,0.9353,1.4541,0.6929,1.5654,1.3896,0.9898,1.5257,0.8249,0.8906,1.0698,1.1179,1.0247,1.8893,3.3127,-0.271,1.0548,0.5284,1.333,0.409,1.1266,0.3956,1.4938,1.214
0.7708,1.1514,0.4677,1.0703,1.0456,1.0464,1.5072,1.3191,1.2372,0.7383,0.8355,1.2691,1.3159,1.2043,2.3696,3.9048,-0.2693,1.2834,1.0865,0.8667,1.157,1.1475,0.4546,0.9132,0.779
0.5657,0.8355,0.9439,0.7727,1.1066,0.0846,0.7854,1.2786,0.7839,1.2774,1.3339,1.1433,1.3318,1.0326,1.3884,3.6146,-0.3504,1.0744,1.2773,1.5242,0.3618,1.4751,0.7934,0.9598,1.2702
0.3289,0.9865,1.3222,1.2041,0.6331,1.2121,0.6928,1.2644,1.3315,0.5902,0.8828,1.4029,1.2208,0.8382,1.4343,3.3318,-0.5477,0.9687,1.6198,1.7613,0.9865,0.7893,1.0402,0.6711,0.8372
0.998,0.1023,1.3879,0.8684,0.8047,0.9216,1.1066,0.4579,1.6535,1.2366,1.3822,1.6226,0.9622,1.4782,1.3028,3.5859,-1.2409,1.1003,0.9804,1.38,1.1904,0.7868,0.677,0.7571,0.6324
0.5766,0.2475,0.5823,1.3627,1.2034,1.2971,1.3238,0.6788,1.0446,0.9899,1.681,0.8628,1.6254,1.757,2.0889,3.2636,-0.2093,2.0742,0.9507,0.6616,0.422,1.3162,0.2096,0.6658,1.0315
1.1365,1.12,0.8442,1.0524,1.2604,0.6533,1.0319,0.3131,1.4598,0.6723,1.7049,1.1516,1.2617,1.1919,1.3113,3.7763,-1.3815,1.657,1.2772,0.739,0.7156,1.746,0.5495,0.3946,1.3542
0.4496,0.5988,1.0068,0.8896,0.7069,0.8952,1.0425,0.3162,1.277,0.8246,0.7734,0.6807,0.6212,0.9315,1.2707,4.0142,-0.6101,1.2818,1.2953,1.2123,1.0841,0.6331,1.3846,1.4286,0.2647
0.8873,1.0228,0.9586,0.8608,1.1074,0.0679,1.3135,1.1105,1.0845,1.9175,1.0161,1.196,2.0372,1.0664,1.2194,3.2707,-0.1456,1.2718,0.7388,1.1275,0.8334,1.0786,1.0969,0.9476,0.2348
0.8261,0.9581,1.0718,0.637,0.9593,1.0827,1.0219,0.3375,1.2025,2.0757,1.1181,1.0575,1.4465,1.5352,1.8808,2.8464,-0.15,1.3706,1.1337,1.2995,1.4316,1.4744,0.4681,1.0841,1.0052
0.8197,0.0673,0.3342,0.1484,0.9473,0.9037,0.9186,0.6983,0.7214,1.3844,0.9863,1.3719,1.01,1.3399,1.7918,3.4452,-0.6845,1.2619,1.1027,1.1732,0.9286,0.9815,0.9426,0.45,0.7626
1.0816,0.3188,0.9866,1.3081,1.1135,0.8828,0.8689,1.4279,0.6328,0.856,1.0749,1.6781,1.4083,1.0701,1.3987,3.1169,-0.6735,1.5723,0.6915,1.7761,1.4163,1.51,0.7104,0.7458,0.3472
0.4349,0.9729,1.0671,0.9286,0.5474,1.0279,1.5633,1.221,1.5508,1.0782,1.5928,1.5725,1.0331,1.479,0.9867,3.0471,-0.3555,1.2453,0.8358,1.806,1.2372,0.8916,0.5102,0.755,0.6795
0.3164,0.4608,1.5161,0.6352,1.5606,0.869,1.0157,1.4372,1.5756,1.1643,1.0564,1.2984,1.448,1.7446,1.4308,3.5518,0.0737,1.3411,1.2822,0.6589,0.1421,1.2315,0.8504,0.616,0.9847
0.8993,0.3981,0.5439,0.5773,1.0747,0.7361,1.1844,0.0619,0.827,0.7773,1.1051,1.0522,1.6342,0.6435,1.4916,3.4809,0.0802,0.9764,1.3939,0.5867,0.1817,1.3381,0.8758,1.2084,0.4187
0.8942,1.4036,0.9604,1.0504,1.08,0.4056,1.5543,0.8482,1.3011,0.6797,0.7676,1.7674,1.143,1.8418,1.4166,2.7534,-0.0415,1.0311,1.4247,1.2489,0.5542,1.1218,1.6854,0.9686,0.8644
0.7361,0.5715,0.4257,1.0211,1.0424,1.6868,0.4879,1.4777,1.4724,0.9935,1.2768,1.1,1.3369,1.8874,1.7637,3.6705,-0.5774,0.7762,1.0991,1.6045,0.5501,0.7333,0.9252,0.4602,0.573
1.0843,0.5074,1.0925,1.4621,0.8304,1.193,0.6111,1.3252,1.1926,1.3902,0.9604,0.7072,1.4691,0.6743,1.3069,3.6407,-0.4033,1.9729,1.5678,1.0047,1.1178,0.9604,0.3248,0.4672,0.6569
0.5288,0.2726,0.2089,1.0451,0.8815,1.0863,1.3044,1.1625,1.3896,1.2137,0.8351,1.6823,1.0577,1.0209,1.3706,3.1275,-0.5808,1.3517,1.2706,0.9222,0.8466,1.456,1.0473,1.5225,1.329
1.2997,1.0276,1.248,0.7309,0.9874,0.8483,0.659,1.2284,0.9571,1.5175,0.8017,1.8498,0.9506,1.5015,1.7446,3.1836,-0.1754,0.7496,1.6695,1.1815,0.8299,0.9214,1.1519,0.5916,0.6188
-0.2294,1.6228,1.0303,0.9137,1.3785,1.7746,1.3683,1.3947,1.1964,1.1961,1.0399,0.9931,1.0967,0.9092,1.3728,2.7153,-0.3801,1.1685,1.2184,1.0343,2.1675,1.5293,0.4362,0.8817,0.7505
0.2989,1.2396,0.8211,1.0413,0.2201,0.536,1.357,1.1739,1.0932,1.611,1.8167,1.165,1.3138,1.4165,2.3216,2.6862,-0.179,1.2913,1.368,1.0156,1.0601,1.3545,1.9582,1.0833,0.5845
0.5256,0.6116,0.6177,0.5123,0.6939,0.5567,0.94,0.8047,0.5834,1.9726,1.6268,1.0259,1.4061,1.5738,1.8327,3.0981,-0.0632,1.0792,0.7211,1.5117,1.5105,1.9695,0.4538,1.0415,0.7367
0.992,0.9117,0.8678,1.3237,0.8848,1.2662,0.5001,0.7602,0.5201,1.3813,1.1882,1.2779,1.2988,1.0909,1.4231,2.8421,0.0549,1.2279,1.0218,1.8633,0.6057,0.7674,0.489,0.7745,1.0723
