0.4335,1.2614,0.1311,0.3893,0.8200,1.0208,1.5995,0.9985,0.9124,1.2780,1.3483,1.4531,1.2118,0.7286,1.1152,3.8747,-0.3144,1.1882,1.5740,0.8177,1.0448,1.1220,0.7565,0.8326,0.8278
0.3014,0.7954,0.2936,1.0098,1.5519,0.8560,0.6522,1.0329,0.8627,1.4750,1.1538,1.8820,1.7276,1.3779,1.6959,3.2221,-0.4637,1.1600,1.4580,1.7685,1.3455,1.4010,1.1990,1.0044,0.5103
1.4343,1.4104,0.7273,0.8710,1.1896,1.1468,1.0267,0.6533,1.2603,1.4533,1.4644,1.4170,1.2711,1.7371,1.4112,3.1590,-0.5033,0.6745,1.1047,1.5449,1.1945,1.7294,0.8125,0.9856,1.1606
1.4034,0.8167,0.4431,1.3136,1.5798,0.8428,1.5659,1.4930,1.5401,1.2995,0.9773,1.2414,1.4584,1.8146,1.5590,3.1576,-0.2033,1.6201,1.2922,0.9177,1.0634,1.3380,0.4093,0.0965,1.3674
0.9824,0.9444,0.3807,1.1615,1.1092,0.3987,1.6028,1.1194,0.9951,1.2578,0.4768,1.4494,1.4053,1.3349,1.8890,2.9041,-0.6536,1.1821,1.0757,1.2851,1.2390,0.9407,0.5822,1.3893,1.7083
0.9563,0.5200,1.4359,0.4747,0.8970,0.7102,0.6108,0.9938,0.8759,1.2365,1.2037,1.0865,1.1844,1.2754,1.6476,3.2480,-0.2126,1.3795,1.3402,1.6301,0.6939,0.8679,1.5263,0.7063,-0.0393
0.6348,0.7831,-0.1202,1.3983,0.6941,1.0696,0.9651,0.6249,0.7642,0.9085,1.5836,1.2055,1.1283,1.0373,1.8665,3.8420,-0.0281,1.4336,1.2574,0.7776,1.0912,0.9087,0.2340,1.1670,0.6721
1.3197,1.1712,0.9464,1.1107,0.8556,1.6087,1.0289,1.1680,0.9450,0.9681,1.3625,1.3520,1.0513,0.8711,1.0252,3.7877,-0.6163,1.1230,1.6992,0.8288,0.8097,0.7985,1.4712,1.4935,1.1360
0.9784,0.5810,1.5795,0.9593,1.2724,0.9196,0.9271,1.6450,1.3171,1.6948,1.2844,1.0072,1.0953,1.4423,1.2267,2.9016,-0.0110,1.0113,1.2233,1.3107,0.8841,1.5950,0.5172,0.8889,0.9993
0.7203,0.2727,1.2406,1.1685,0.6866,1.2032,1.1551,0.6139,0.8206,1.8810,1.3157,1.0705,0.9845,1.1984,1.2634,3.0160,-1.0886,1.6293,1.4715,0.7191,1.1478,0.7588,0.7907,0.6809,0.7131
1.5787,0.6451,0.4711,0.6795,1.3880,0.3756,0.7510,1.5995,1.2335,1.3682,2.0085,1.3493,1.0816,1.4370,1.1091,4.0103,-0.2595,1.7253,1.6149,1.0328,0.7113,1.0906,0.5630,0.8540,1.2835
0.7087,0.8506,0.7908,1.2010,0.6917,0.1863,1.1759,1.4070,1.2780,1.0230,0.7788,1.6125,1.4708,1.2732,2.1786,3.0064,0.1464,1.1576,0.5714,1.1643,1.4283,1.0914,0.3584,0.7384,0.6507
0.9807,1.0103,0.3824,0.7988,1.4114,0.6536,0.6348,0.7108,1.2579,1.3967,0.9421,1.3111,1.8379,1.1408,0.7406,3.5425,-0.4904,1.0049,1.4263,1.5238,0.3180,0.8187,1.6954,1.0011,1.0910
1.0760,0.7101,1.0536,1.1294,1.1135,0.8461,1.0839,0.8615,1.1282,0.7465,0.9092,1.1389,0.9870,1.1183,1.3064,3.3934,-0.1434,1.0325,1.6266,1.4812,1.2473,1.0706,0.9908,1.2171,1.3382
1.1910,0.7525,1.0198,1.4087,0.8510,0.8423,1.0721,1.3767,1.4538,1.1789,0.6597,1.3620,0.9805,0.8917,0.9915,3.4586,-0.0210,1.3122,1.2623,1.6029,0.5620,1.2210,0.8654,0.9972,0.6591
0.4684,0.7931,1.4025,1.5193,0.8936,0.4996,0.4777,1.5241,0.8071,1.1658,1.6483,0.6883,1.8171,1.2945,1.0622,3.3044,-0.6766,1.4396,0.9417,0.5744,0.9755,0.6166,0.9772,0.3809,0.6845
0.8518,0.7306,0.9200,1.1927,0.6024,0.9302,-0.1509,1.1487,1.0448,0.8366,1.3522,1.6878,1.4304,0.9490,1.4587,2.8003,-0.7738,1.5647,1.2542,0.5424,0.4117,1.1792,1.2221,0.2296,1.1034
1.2344,1.4003,0.9371,1.0589,0.2567,1.6896,0.8596,0.7359,1.0531,1.7128,1.9664,1.3126,1.6495,1.4245,1.0708,3.8713,-0.6846,1.7847,1.6349,1.5110,1.7632,1.8352,0.8507,0.5133,0.2282
1.4370,0.5824,1.1796,0.6510,1.5291,0.7088,0.6076,1.1436,0.9496,1.5422,1.1611,1.4628,1.1817,1.1323,1.2279,4.0674,-0.3537,0.7276,0.9926,1.2723,1.7529,1.4575,0.5831,1.6432,0.8665
